,Country,Country Telugu
9721,Kazakhstan,కజాఖ్స్తాన్
9722,Argentina,అర్జెంటీనా
9723,Afghanistan,ఆఫ్ఘనిస్తాన్
9724,,
9725,Japan,జపాన్
9726,,
9727,Colombia,కొలంబియా
9728,Cameroon,కామెరూన్
9729,,
9730,,
9731,,
9732,,
9733,,
9734,,
9735,Guinea-Bissau,గినియా-బిస్సౌ
9736,,
9737,Madagascar,మడగాస్కర్
9738,Bangladesh,బంగ్లాదేశ్
9739,Fiji,ఫిజీ
9740,,
9741,,
9742,,
9743,Vanuatu,వనౌటు
9744,Vanuatu,వనౌటు
9745,,
9746,Vanuatu,వనౌటు
9747,,
9748,,
9749,,
9750,Argentina,అర్జెంటీనా
9751,New Zealand,న్యూజిలాండ్
9752,Mexico,మెక్సికో
9753,,
9754,,
9755,United Arab Emirates,యునైటెడ్ అరబ్ ఎమిరేట్స్
9756,United States,యునైటెడ్ స్టేట్స్
9757,Guinea,గినియా
9758,Australia,ఆస్ట్రేలియా
9759,Australia,ఆస్ట్రేలియా
9760,,
9761,,
9762,China,చైనా
9763,Australia,ఆస్ట్రేలియా
9764,Paraguay,పరాగ్వే
9765,Colombia,కొలంబియా
9766,Australia,ఆస్ట్రేలియా
9767,Argentina,అర్జెంటీనా
9768,Bhutan,భూటాన్
9769,,
9770,Brazil,బ్రెజిల్
9771,Colombia,కొలంబియా
9772,,
9773,,
9774,,
9775,,
9776,Mongolia,మంగోలియా
9777,,
9778,United States,యునైటెడ్ స్టేట్స్
9779,,
9780,Madagascar,మడగాస్కర్
9781,,
9782,France,ఫ్రాన్స్
9783,Brazil,బ్రెజిల్
9784,Colombia,కొలంబియా
9785,,
9786,Bangladesh,బంగ్లాదేశ్
9787,Cameroon,కామెరూన్
9788,Colombia,కొలంబియా
9789,Brazil,బ్రెజిల్
9790,,
9791,,
9792,Colombia,కొలంబియా
9793,,
9794,,
9795,Puerto Rico,ప్యూర్టో రికో
9796,,
9797,,
9798,Mexico,మెక్సికో
9799,Costa Rica,కోస్టా రికా
9800,France,ఫ్రాన్స్
9801,,
9802,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
9803,Costa Rica,కోస్టా రికా
9804,Colombia,కొలంబియా
9805,,
9806,Colombia,కొలంబియా
9807,Sri Lanka,శ్రీలంక
9808,Madagascar,మడగాస్కర్
9809,Zimbabwe,జింబాబ్వే
9810,,
9811,China,చైనా
9812,Peru,పెరూ
9813,,
9814,,
9815,Dominican Republic,డొమినికన్ రిపబ్లిక్
9816,,
9817,Guinea,గినియా
9818,Australia,ఆస్ట్రేలియా
9819,South Africa,దక్షిణాఫ్రికా
9820,,
9821,Niger,నైజర్
9822,,
9823,,
9824,,
9825,India,భారతదేశం
9826,,
9827,Peru,పెరూ
9828,,
9829,,
9830,Puerto Rico,ప్యూర్టో రికో
9831,Sudan,సుడాన్
9832,Myanmar,మయన్మార్
9833,Argentina,అర్జెంటీనా
9834,,
9835,Indonesia,ఇండోనేషియా
9836,,
9837,Mongolia,మంగోలియా
9838,Papua New Guinea,పపువా న్యూ గినియా
9839,Argentina,అర్జెంటీనా
9840,Colombia,కొలంబియా
9841,Costa Rica,కోస్టా రికా
9842,Indonesia,ఇండోనేషియా
9843,,
9844,Costa Rica,కోస్టా రికా
9845,,
9846,Namibia,నమిబియా
9847,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
9848,,
9849,,
9850,,
9851,Colombia,కొలంబియా
9852,Argentina,అర్జెంటీనా
9853,Colombia,కొలంబియా
9854,United States,యునైటెడ్ స్టేట్స్
9855,,
9856,Colombia,కొలంబియా
9857,Mexico,మెక్సికో
9858,Costa Rica,కోస్టా రికా
9859,,
9860,Indonesia,ఇండోనేషియా
9861,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
9862,Colombia,కొలంబియా
9863,Ecuador,ఈక్వెడార్
9864,Peru,పెరూ
9865,Ecuador,ఈక్వెడార్
9866,Mexico,మెక్సికో
9867,Colombia,కొలంబియా
9868,Colombia,కొలంబియా
9869,,
9870,Philippines,ఫిలిప్పీన్స్
9871,Philippines,ఫిలిప్పీన్స్
9872,Philippines,ఫిలిప్పీన్స్
9873,Philippines,ఫిలిప్పీన్స్
9874,,
9875,Philippines,ఫిలిప్పీన్స్
9876,,
9877,Cayman Islands,కామన్ ద్వీపాలు
9878,,
9879,Indonesia,ఇండోనేషియా
9880,Indonesia,ఇండోనేషియా
9881,Guinea,గినియా
9882,Indonesia,ఇండోనేషియా
9883,Guinea,గినియా
9884,,
9885,Costa Rica,కోస్టా రికా
9886,Costa Rica,కోస్టా రికా
9887,,
9888,Ethiopia,ఇథియోపియా
9889,,
9890,Ethiopia,ఇథియోపియా
9891,,
9892,Mexico,మెక్సికో
9893,,
9894,Papua New Guinea,పపువా న్యూ గినియా
9895,Indonesia,ఇండోనేషియా
9896,,
9897,South Africa,దక్షిణాఫ్రికా
9898,,
9899,,
9900,Indonesia,ఇండోనేషియా
9901,Philippines,ఫిలిప్పీన్స్
9902,Indonesia,ఇండోనేషియా
9903,Indonesia,ఇండోనేషియా
9904,,
9905,Guinea,గినియా
9906,Indonesia,ఇండోనేషియా
9907,,
9908,,
9909,New Caledonia,న్యూ కాలెడోనియా
9910,Indonesia,ఇండోనేషియా
9911,China,చైనా
9912,Equatorial Guinea,భూమధ్యరేఖ గినియా
9913,,
9914,Australia,ఆస్ట్రేలియా
9915,Papua New Guinea,పపువా న్యూ గినియా
9916,Argentina,అర్జెంటీనా
9917,United States,యునైటెడ్ స్టేట్స్
9918,Philippines,ఫిలిప్పీన్స్
9919,Madagascar,మడగాస్కర్
9920,Myanmar,మయన్మార్
9921,,
9922,,
9923,,
9924,,
9925,Philippines,ఫిలిప్పీన్స్
9926,Ecuador,ఈక్వెడార్
9927,Philippines,ఫిలిప్పీన్స్
9928,Guinea,గినియా
9929,,
9930,,
9931,Colombia,కొలంబియా
9932,Ethiopia,ఇథియోపియా
9933,Panama,పనామా
9934,Guinea,గినియా
9935,United States,యునైటెడ్ స్టేట్స్
9936,Madagascar,మడగాస్కర్
9937,Ecuador,ఈక్వెడార్
9938,French Guiana,ఫ్రెంచ్ గియానా
9939,India,భారతదేశం
9940,El Salvador,ఎల్ సాల్వడార్
9941,Cuba,క్యూబా
9942,Australia,ఆస్ట్రేలియా
9943,French Guiana,ఫ్రెంచ్ గియానా
9944,,
9945,Argentina,అర్జెంటీనా
9946,,
9947,Guatemala,గ్వాటెమాల
9948,Northern Mariana Islands,ఉత్తర మరియానా ద్వీపాలు
9949,Australia,ఆస్ట్రేలియా
9950,New Zealand,న్యూజిలాండ్
9951,New Zealand,న్యూజిలాండ్
9952,,
9953,,
9954,,
9955,Senegal,సెనెగల్
9956,,
9957,,
9958,India,భారతదేశం
9959,Cayman Islands,కామన్ ద్వీపాలు
9960,Mexico,మెక్సికో
9961,Peru,పెరూ
9962,,
9963,,
9964,,
9965,,
9966,Niger,నైజర్
9967,,
9968,,
9969,"Congo, The Democratic Republic of the","కాంగో, ది డెమొక్రటిక్ రిపబ్లిక్ ఆఫ్ ది"
9970,,
9971,,
9972,Australia,ఆస్ట్రేలియా
9973,Australia,ఆస్ట్రేలియా
9974,,
9975,,
9976,,
9977,,
9978,,
9979,Australia,ఆస్ట్రేలియా
9980,Guinea,గినియా
9981,,
9982,Colombia,కొలంబియా
9983,Australia,ఆస్ట్రేలియా
9984,Colombia,కొలంబియా
9985,Australia,ఆస్ట్రేలియా
9986,Australia,ఆస్ట్రేలియా
9987,,
9988,Cameroon,కామెరూన్
9989,Australia,ఆస్ట్రేలియా
9990,,
9991,Colombia,కొలంబియా
9992,Cuba,క్యూబా
9993,Mexico,మెక్సికో
9994,Madagascar,మడగాస్కర్
9995,,
9996,,
9997,,
9998,,
9999,,
10000,,
10001,,
10002,,
10003,,
10004,Australia,ఆస్ట్రేలియా
10005,,
10006,,
10007,Croatia,క్రొయేషియా
10008,Australia,ఆస్ట్రేలియా
10009,,
10010,,
10011,,
10012,,
10013,Australia,ఆస్ట్రేలియా
10014,,
10015,Colombia,కొలంబియా
10016,Cyprus,సైప్రస్
10017,Portugal,పోర్చుగల్
10018,,
10019,Australia,ఆస్ట్రేలియా
10020,Cameroon,కామెరూన్
10021,Pakistan,పాకిస్థాన్
10022,Mozambique,మొజాంబిక్
10023,Australia,ఆస్ట్రేలియా
10024,Sierra Leone,సియెర్రా లియోన్
10025,Australia,ఆస్ట్రేలియా
10026,,
10027,Costa Rica,కోస్టా రికా
10028,Australia,ఆస్ట్రేలియా
10029,,
10030,Sierra Leone,సియెర్రా లియోన్
10031,New Zealand,న్యూజిలాండ్
10032,Indonesia,ఇండోనేషియా
10033,,
10034,,
10035,Uganda,ఉగాండా
10036,New Zealand,న్యూజిలాండ్
10037,Cuba,క్యూబా
10038,Cuba,క్యూబా
10039,Philippines,ఫిలిప్పీన్స్
10040,French Guiana,ఫ్రెంచ్ గియానా
10041,Philippines,ఫిలిప్పీన్స్
10042,,
10043,South Africa,దక్షిణాఫ్రికా
10044,Philippines,ఫిలిప్పీన్స్
10045,Colombia,కొలంబియా
10046,Bangladesh,బంగ్లాదేశ్
10047,Myanmar,మయన్మార్
10048,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
10049,Fiji,ఫిజీ
10050,,
10051,,
10052,New Caledonia,న్యూ కాలెడోనియా
10053,,
10054,,
10055,Indonesia,ఇండోనేషియా
10056,China,చైనా
10057,,
10058,Argentina,అర్జెంటీనా
10059,United Kingdom,యునైటెడ్ కింగ్డమ్
10060,Australia,ఆస్ట్రేలియా
10061,,
10062,Ireland,ఐర్లాండ్
10063,French Guiana,ఫ్రెంచ్ గియానా
10064,Ethiopia,ఇథియోపియా
10065,,
10066,Botswana,బొత్స
10067,,
10068,Argentina,అర్జెంటీనా
10069,Australia,ఆస్ట్రేలియా
10070,,
10071,,
10072,Papua New Guinea,పపువా న్యూ గినియా
10073,Argentina,అర్జెంటీనా
10074,French Guiana,ఫ్రెంచ్ గియానా
10075,Colombia,కొలంబియా
10076,French Guiana,ఫ్రెంచ్ గియానా
10077,Argentina,అర్జెంటీనా
10078,Colombia,కొలంబియా
10079,,
10080,,
10081,Colombia,కొలంబియా
10082,Argentina,అర్జెంటీనా
10083,Brazil,బ్రెజిల్
10084,Colombia,కొలంబియా
10085,India,భారతదేశం
10086,India,భారతదేశం
10087,,
10088,Senegal,సెనెగల్
10089,South Sudan,దక్షిణ సుడాన్
10090,El Salvador,ఎల్ సాల్వడార్
10091,Peru,పెరూ
10092,,
10093,Solomon Islands,సోలమన్ దీవులు
10094,Colombia,కొలంబియా
10095,Sri Lanka,శ్రీలంక
10096,Costa Rica,కోస్టా రికా
10097,Bangladesh,బంగ్లాదేశ్
10098,,
10099,,
10100,New Caledonia,న్యూ కాలెడోనియా
10101,Thailand,థాయిలాండ్
10102,Bangladesh,బంగ్లాదేశ్
10103,,
10104,Argentina,అర్జెంటీనా
10105,,
10106,Nigeria,నైజీరియా
10107,India,భారతదేశం
10108,,
10109,,
10110,Paraguay,పరాగ్వే
10111,French Guiana,ఫ్రెంచ్ గియానా
10112,Guinea,గినియా
10113,,
10114,Pakistan,పాకిస్థాన్
10115,Cameroon,కామెరూన్
10116,Solomon Islands,సోలమన్ దీవులు
10117,Argentina,అర్జెంటీనా
10118,Argentina,అర్జెంటీనా
10119,,
10120,French Southern Territories,ఫ్రెంచ్ దక్షిణ భూభాగాలు
10121,South Africa,దక్షిణాఫ్రికా
10122,Australia,ఆస్ట్రేలియా
10123,South Sudan,దక్షిణ సుడాన్
10124,Brazil,బ్రెజిల్
10125,India,భారతదేశం
10126,Argentina,అర్జెంటీనా
10127,,
10128,Guinea,గినియా
10129,India,భారతదేశం
10130,Colombia,కొలంబియా
10131,Guatemala,గ్వాటెమాల
10132,Brazil,బ్రెజిల్
10133,Mali,మాలి
10134,,
10135,Colombia,కొలంబియా
10136,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
10137,,
10138,Solomon Islands,సోలమన్ దీవులు
10139,Ethiopia,ఇథియోపియా
10140,Colombia,కొలంబియా
10141,Brazil,బ్రెజిల్
10142,Indonesia,ఇండోనేషియా
10143,Australia,ఆస్ట్రేలియా
10144,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
10145,Solomon Islands,సోలమన్ దీవులు
10146,Guinea,గినియా
10147,Nicaragua,నికానోవా
